id,total_spots,enrolled_students,location,schedule,period,number,teacher_id,subject_code
17676,40,0,"(SEG) A1 42/32 UAC, FUP (QUA) AT 66/26 UEP, FUP",2N12 4N34,2022.2,1,259,FUP0316
17677,40,0,"AT 66/26 Lab Ens Geoc e Física 1 UEP, FUP",2T23 4T45,2022.2,2,258,FUP0316
17678,40,0,"A1 48/50 UAC, FUP",5T2345,2022.2,1,2220,FUP0320
17679,40,0,"A1 48/50 UAC, FUP",5T2345,2022.2,1,2250,FUP0320
17680,40,0,"A1 48/22 UAC, FUP",4N1234,2022.2,2,2220,FUP0320
17681,40,0,"A1 48/22 UAC, FUP",4N1234,2022.2,2,2250,FUP0320
17682,43,0,"(SEG) A1 42/30 UAC, FUP (QUA) AT 43/26 UEP, FUP",2N12 4N34,2022.2,1,2251,FUP0321
17683,43,0,"(SEG) A1 42/30 UAC, FUP (QUA) AT 43/26 UEP, FUP",2T23 4T45,2022.2,2,2251,FUP0321
17684,40,0,"AT 48/20 UAC, FUP",5T2345,2022.2,1,2252,FUP0323
17685,40,0,"AT 42/30 UAC, FUP",3N1234,2022.2,2,2252,FUP0323
17686,40,0,"A1 48/50 UAC, FUP",2T2345,2022.2,1,2253,FUP0325
17687,40,0,"A1 48/52 UAC, FUP",2N34 4N12,2022.2,1,2254,FUP0329
17688,40,0,"A1 42/12 UAC, FUP",2T45 4T23,2022.2,2,2254,FUP0329
17689,40,0,"A1 48/20 UAC, FUP",3T2345,2022.2,1,2181,FUP0330
17690,40,0,"A1 48/20 UAC, FUP",3N1234,2022.2,2,2181,FUP0330
17691,40,0,PJC BT 028,24N12,2022.2,1,1532,FUP0333
17692,50,0,"AT 79/11 UEP, FUP",35M34,2022.2,2,2190,FUP0333
17693,40,0,ICC AT 091/8,5N1234,2022.2,1,1530,FUP0334
17694,50,0,"AT 42/12 UAC, FUP",24T23,2022.2,2,2191,FUP0334
17695,40,0,"A1 42/60 UAC, FUP",3N1234,2022.2,1,72,FUP0335
17696,50,0,"A1 42/12 UAC, FUP",35T23,2022.2,2,2256,FUP0335
17697,50,0,"AT 42/12 UAC, FUP",7M34,2022.2,2,2191,FUP0336
17698,50,0,"AT 42/12 UAC, FUP",7M34,2022.2,2,3166,FUP0336
17699,40,0,"A1 42/12 UAC, FUP",35M34,2022.2,1,2256,FUP0339
17700,50,0,"A1 42/32 UAC, FUP",4T2345,2022.2,2,2235,FUP0342
17701,50,0,FUP,4M1234,2022.2,3,2257,FUP0342
17702,50,0,"A1 42/42 UAC, FUP",24M12,2022.2,1,2208,FUP0343
17703,40,0,BSA S B1 54/10,6N1234,2022.2,1,33,FUP0344
17704,50,0,"A1 48/20 UAC, FUP",26M34,2022.2,2,2237,FUP0344
17705,50,0,"AT 79/11 UEP, FUP",35T23,2022.2,1,2190,FUP0345
17706,50,0,"FUPAT 48/10 Lab Informática UAC, FUP",2T23,2022.2,1,2235,FUP0346
17707,43,0,"A1 19/63 – UAC, FUP",6N34,2022.2,1,345,FUP0348
17708,42,0,"A1 42/12 UAC, FUP",4M34,2022.2,2,373,FUP0348
17709,41,0,"Sala: AT - 48/20 - UAC, FUP",5N1234,2022.2,1,2274,FUP0349
17710,41,0,"Sala: A1 - 42/42 - UAC, FUP",5T2345,2022.2,2,2274,FUP0349
17711,40,0,"AT 66/26 Lab Ensino de Geoc e Física 1 UEP, FUP",2M1234,2022.2,1,2259,FUP0350
17712,40,0,"AT 66/26 Lab Ensino de Geoc e Física 1 UEP, FUP",2N1234,2022.2,2,2259,FUP0350
17713,40,0,"(SEG) AT 43/26 UEP, FUP (QUA) A1 42/30 UAC, FUP",2N12 4N34,2022.2,1,2264,FUP0351
17714,40,0,"(SEG) AT 43/26 UEP, FUP (QUA) A1 42/30 UAC, FUP",2T23 4T45,2022.2,2,2249,FUP0351
17715,40,0,"A1 48/22 UAC, FUP",2N1234,2022.2,1,2262,FUP0355
17716,40,0,"A1 48/22 UAC, FUP",4T2345,2022.2,2,2262,FUP0355
17717,40,0,"AT 42/12 UAC, FUP",6N1234,2022.2,1,809,FUP0358
17718,40,0,"AT 42/12 UAC, FUP",6N1234,2022.2,1,2230,FUP0358
17719,40,0,"AT 79/11 UEP, FUP",4N1234,2022.2,1,2260,FUP0360
17720,40,0,"Sala: A1 - 42/42 - UAC, FUP",2N34 4N12,2022.2,1,2263,FUP0362
17721,40,0,"AT 42/30 UAC, FUP",2T45 4T23,2022.2,2,2226,FUP0362
17722,40,0,"(QUA) A1 42/30 UAC, FUP (SEG) AT 43/26 UEP, FUP",2N34 4N12,2022.2,1,2261,FUP0363
17723,40,0,"(SEG) AT 66/26 UEP, FUP (QUA) AT 79/11 UEP, FUP",2T45 4T23,2022.2,2,2261,FUP0363
17724,80,0,FUP,2T234 (25/10/2022 - 18/02/2023),2022.2,1,72,FUP0374
17725,40,0,FUP,4M12 (25/10/2022 - 18/02/2023),2022.2,2,2265,FUP0375
17726,40,0,FUP,4M34 (25/10/2022 - 18/02/2023),2022.2,3,2265,FUP0375
17727,40,0,FUP,4M5 4T1 (25/10/2022 - 18/02/2023),2022.2,4,2265,FUP0375
17728,40,0,FUP,4T23 (25/10/2022 - 18/02/2023),2022.2,1,71,FUP0377
17729,40,0,FUP,4T45 (25/10/2022 - 18/02/2023),2022.2,2,71,FUP0377
17730,40,0,FUP,2T56 (25/10/2022 - 18/02/2023),2022.2,3,71,FUP0377
17731,13,0,FUP,2M34 (25/10/2022 - 18/02/2023),2022.2,1,2219,FUP0379
17732,40,0,FUP,5M12 (25/10/2022 - 18/02/2023),2022.2,1,2187,FUP0381
17733,40,0,FUP,5M34 (25/10/2022 - 18/02/2023),2022.2,2,2187,FUP0381
17734,40,0,FUP,5M5 5T1 (25/10/2022 - 18/02/2023),2022.2,3,2187,FUP0381
17735,40,0,FUP,3T5 (25/10/2022 - 18/02/2023),2022.2,1,2203,FUP0384
17736,40,0,FUP,3T6 (25/10/2022 - 18/02/2023),2022.2,2,2203,FUP0384
17737,40,0,FUP,4T6 (25/10/2022 - 18/02/2023),2022.2,3,2203,FUP0384
17738,40,0,FUP,6M12 (25/10/2022 - 18/02/2023),2022.2,1,2183,FUP0386
17739,40,0,FUP,6M34 (25/10/2022 - 18/02/2023),2022.2,2,2183,FUP0386
17740,40,0,FUP,6M5 6T1 (25/10/2022 - 18/02/2023),2022.2,3,2183,FUP0386
17741,40,0,FUP,6T2 (25/10/2022 - 18/02/2023),2022.2,1,2183,FUP0390
17742,40,0,FUP,6T3 (25/10/2022 - 18/02/2023),2022.2,2,2183,FUP0390
17743,40,0,FUP,6T4 (25/10/2022 - 18/02/2023),2022.2,3,2183,FUP0390
17744,43,0,"(SEG) A1 42/32 UAC, FUP (QUA) AT 66/26 UEP, FUP",2N34 4N12,2022.2,1,259,FUP0407
17745,40,0,"A1 48/50 UAC, FUP",5M34,2022.2,1,2253,FUP0408
17746,40,0,"A1 48/50 UAC, FUP",7M34,2022.2,2,2253,FUP0408
17747,40,0,ICC BT 102,35N34,2022.2,1,1525,FUP0410
17748,50,0,"AT 42/30 UAC, FUP",24M34,2022.2,2,2242,FUP0410
17749,40,0,ICC AT 158/19,4N1234,2022.2,1,33,FUP0411
17750,50,0,"AT 48/20 UAC, FUP",24M12,2022.2,3,2235,FUP0411
17751,50,0,"AT 48/20 UAC, FUP",24M12,2022.2,3,2191,FUP0411
17752,50,0,"A1 19/63 – UAC, FUP",3T2345,2022.2,1,2222,FUP0412
17753,40,0,"AT 48/20 UAC, FUP",6M1234,2022.2,2,2235,FUP0414
17754,6,0,FUP,3M123 (25/10/2022 - 18/02/2023),2022.2,1,2183,FUP0417
17755,6,0,FUP,3M123 (25/10/2022 - 18/02/2023),2022.2,1,1510,FUP0417
17756,1,0,FUP,4M123 (25/10/2022 - 18/02/2023),2022.2,2,2183,FUP0417
17757,1,0,FUP,4M123 (25/10/2022 - 18/02/2023),2022.2,2,2193,FUP0417
17758,3,0,FUP,5T123 (25/10/2022 - 18/02/2023),2022.2,3,2183,FUP0417
17759,3,0,FUP,5T123 (25/10/2022 - 18/02/2023),2022.2,3,2186,FUP0417
17760,7,0,FUP,2T45 (25/10/2022 - 18/02/2023),2022.2,1,3164,FUP0427
17761,12,0,FUP,2M5 2T1 (25/10/2022 - 18/02/2023),2022.2,3,2265,FUP0429
17762,11,0,FUP,2M12 (25/10/2022 - 18/02/2023),2022.2,1,71,FUP0431
17763,40,0,"A1 48/52 UAC, FUP",5N12,2022.2,1,2267,FUP0434
17764,40,0,"A1 42/60 UAC, FUP",5N12,2022.2,1,2224,FUP0435
17765,40,0,"AT 44/56 UEP, FUP",2N34,2022.2,1,2268,FUP0436
17766,40,0,"A1 42/12 UAC, FUP",3N1234,2022.2,1,2225,FUP0438
17767,40,0,"AT 42/12 UAC, FUP",2N1234,2022.2,1,2269,FUP0440
17768,40,0,"FAT 42/12 UAC, FUP",4N1234,2022.2,2,2230,FUP0441
17769,40,0,"FAT 42/12 UAC, FUP",4N1234,2022.2,2,809,FUP0441
17770,40,0,"AT 66/26 Lab Ens Geoc e Física 1 UEP, FUP",4T23,2022.2,1,2264,FUP0442
17771,30,0,"AT 43/26 Lab Ens Geoc e Física 2 UEP, FUP",4N12,2022.2,2,2264,FUP0442
17772,40,0,"AT 44/56 UEP, FUP",3N1234,2022.2,1,2268,FUP0443
17773,50,0,"AT 42/12 UAC, FUP",24M34,2022.2,1,2191,FUP0445
17774,50,0,"(SEG) A1 42/12 (QUA) A1 42/30 - UAC, FUP",24M12,2022.2,1,3167,FUP0446
17775,38,0,ICC AT 104,35N12,2022.2,2,1528,FUP0446
17776,14,0,FUP,2M5 2T12 (25/10/2022 - 18/02/2023),2022.2,1,2214,FUP0460
17777,19,0,FUP,2M123 (25/10/2022 - 18/02/2023),2022.2,2,2214,FUP0460
17778,15,0,FUP,4T123 (25/10/2022 - 18/02/2023),2022.2,3,2214,FUP0460
17779,40,0,"AT 42/30 UAC, FUP",2N12,2022.2,1,2270,FUP0473
17780,40,0,"AT 48/20 UAC, FUP",4M34,2022.2,2,2270,FUP0473
17781,40,0,"(SEG) A1 42/12 (QUA) A1 42/30 - UAC, FUP",24M34,2022.2,1,3167,FUP0518
17782,40,0,"Sala: AT - 48/10 - Labo de Informática - UAC, FUP",6N1234,2022.2,1,2244,FUP0520
17783,40,0,"A1 19/63 – UAC, FUP",2N1234,2022.2,1,2222,FUP0521
17784,40,0,"A1 48/50 UAC, FUP",4N1234,2022.2,1,2236,FUP0522
17785,60,0,"A1 42/30 UAC, FUP",7M1234,2022.2,1,2271,FUP0523
17786,40,0,"A1 19/63 – UAC, FUP",3N1234,2022.2,1,458,FUP0524
17787,40,0,"Sala: A1 - 42/42 - UAC, FUP",5N12,2022.2,1,2272,FUP0525
17788,40,0,"A1 48/50 UAC, FUP",2N1234,2022.2,1,2235,FUP0526
17789,40,0,"A1 09/9 Lab Ensino de Biologia 1 UAC, FUP",35M34,2022.2,1,2197,FUP0527
17790,40,0,"A1 09/9 Lab Ensino de Biologia 1 UAC, FUP",5N1234,2022.2,2,2197,FUP0527
17791,40,0,"AT 48/22 UAC, FUP",5N1234,2022.2,1,2266,FUP0528
17792,40,0,"AT 48/22 UAC, FUP",5T2345,2022.2,2,2266,FUP0528
17793,40,0,"Sala: A1 - 42/42 - UAC, FUP",5N34,2022.2,1,2272,FUP0529
17794,40,0,"A1 48/52 UAC, FUP",3N1234,2022.2,1,2267,FUP0530
17795,40,0,"A1 42/60 UAC, FUP",2N1234,2022.2,1,712,FUP0531
17796,40,0,"A1 42/12 UAC, FUP",46N12,2022.2,1,2233,FUP0534
17797,40,0,"A1 48/20 UAC, FUP",5N1234,2022.2,1,1615,FUP0535
17798,40,0,"AT 48/22 UAC, FUP",4N1234,2022.2,1,2192,FUP0536
17799,40,0,"AT 42/12 UAC, FUP",7M123 3N1234,2022.2,1,2255,FUP0537
17800,40,0,"AT 42/12 UAC, FUP",3T2345 7T123,2022.2,2,2255,FUP0537
17801,40,0,"AT 42/30 UAC, FUP",35M34,2022.2,1,2232,FUP0540
17802,40,0,"AT 42/30 UAC, FUP",35M34,2022.2,1,3116,FUP0540
17803,40,0,"Sala: A1 - 42/42 - UAC, FUP",7T234 3N1234,2022.2,1,2273,FUP0541
17804,40,0,"Sala: A1 - 42/42 - UAC, FUP",7M123 3T2345,2022.2,2,2273,FUP0541
17805,40,0,"AT 42/30 UAC, FUP",7M123 3T2345,2022.2,1,2270,FUP0542
17806,40,0,"AT 42/30 UAC, FUP",7T123 5N1234,2022.2,2,2270,FUP0542
17807,40,0,"AT 44/56 UEP, FUP",7M45 5N1234,2022.2,1,2275,FUP0543
17808,40,0,"AT 44/56 UEP, FUP",3T2345 7T45,2022.2,2,2275,FUP0543
17809,40,0,"A1 48/50 UAC, FUP",5N1234,2022.2,1,2236,FUP0545
17810,40,0,"A1 42/32 UAC, FUP",6N1234,2022.2,1,2241,FUP0546
17811,40,0,"Sala: A1 - 42/10 UAC, FUP",4N1234,2022.2,1,2272,FUP0549
17812,20,0,FUP,6N1234,2022.2,4,2203,FUP0552
17813,20,0,FUP,6N1234,2022.2,4,2232,FUP0552
17814,30,0,"Sala: AT - 48/10 - Lab de Informática - UAC, FUP",3N1234,2022.2,6,2244,FUP0552
17815,40,0,"AT 79/11 UEP, FUP",5N12,2022.2,1,1,FUP0553
17816,40,0,"(SEG) A1 42/42 UAC, FUP (SAB) A1 48/22 UAC, FUP",7M12 2N12,2022.2,2,2191,FUP0555
17817,16,0,"AT 79/11 UEP, FUP",5N34,2022.2,1,1,FUP0560
17818,20,0,"AT 44/56 UEP, FUP",2N12,2022.2,2,2268,FUP0560
17819,120,0,Auditório do CDT,2T2345,2022.2,1,2278,FTD0007
17820,120,0,Auditório do CDT,2T2345,2022.2,1,1,FTD0007
17821,62,0,Auditório do CDT,5M1234,2022.2,2,2279,FTD0007
17822,62,0,Auditório do CDT,5M1234,2022.2,2,1,FTD0007
17823,60,0,CDT - Auditório,3T2345,2022.2,3,1,FTD0007
17824,60,0,CDT - Auditório,3T2345,2022.2,3,2,FTD0007
17825,50,0,CDT - Auditório,3N1234,2022.2,4,266,FTD0007
17826,100,0,Auditório - CDT,6T123456,2022.2,1,2280,FTD0008
17827,30,0,CDT - Sala Interação,4T2345,2022.2,1,3168,FTD0010
17828,30,0,CDT - Sala Interação,4T2345,2022.2,1,3169,FTD0010
17829,80,0,FT/BT-11/15 - Auditório do ENE,6M12,2022.2,1,84,FTD0021
17830,85,0,FGA - SALA S-4 e I-3,46T23,2022.2,1,2282,FGA0003
17831,60,0,FGA - SALA I3,35M34,2022.2,1,338,FGA0006
17832,30,0,FGA - CONTAINER Nº 17,24M34,2022.2,1,2287,FGA0008
17833,50,0,FGA - SALA I3,24M12,2022.2,1,2313,FGA0013
17834,40,0,FGA - SALA I7,46M34,2022.2,1,2288,FGA0015
17835,20,0,FGA - LDTEA SALA 2,24M34,2022.2,1,2313,FGA0016
17836,45,0,FGA - SALA LAB SS,35T23,2022.2,1,2290,FGA0017
17837,40,0,FGA - SALA I7 E I4,35M12,2022.2,1,2291,FGA0023
17838,45,0,FGA - SALA I5,46T23,2022.2,1,2293,FGA0025
17839,45,0,FGA - SALA I5,46T23,2022.2,1,2292,FGA0025
17840,132,0,FGA - SALA S4 E S1,26T45,2022.2,1,654,FGA0030
17841,15,0,FGA - SALA MULTIUSO,2T2345,2022.2,1,354,FGA0034
17842,25,0,FGA - LAB TERMODINÂMICA,46T23,2022.2,1,2294,FGA0037
17843,30,0,FGA - SALA I4,35T45 6T4,2022.2,1,2296,FGA0038
17844,49,0,FGA - SALA I10 / I4 / S7,2M5 35M12,2022.2,1,2297,FGA0039
17845,16,0,FGA - SALA LAB SHP,24M34,2022.2,1,2298,FGA0040
17846,16,0,FGA - SALA LAB SHP,24M34,2022.2,1,2299,FGA0040
17847,48,0,FGA - SALA S5,35T23,2022.2,1,2296,FGA0043
17848,45,0,FGA - SALA S8,46M34,2022.2,1,2360,FGA0045
17849,45,0,FGA - SALA I1,35M34,2022.2,1,2301,FGA0047
17850,45,0,FGA - SALA S9,46M34,2022.2,1,2300,FGA0048
17851,30,0,FGA - Ante-Sala I-10,246T23,2022.2,1,2305,FGA0049
17852,30,0,FGA - Ante-Sala I-10,246T23,2022.2,1,2304,FGA0049
17853,45,0,FGA - SALA I4,35M34,2022.2,1,2302,FGA0050
17854,45,0,FGA - SALA I1,235M12,2022.2,1,2305,FGA0052
17855,45,0,FGA - SALA I1,235M12,2022.2,1,2303,FGA0052
17856,44,0,FGA - SALAS S7 e I7,46T45,2022.2,1,2282,FGA0053
17857,20,0,FGA - SALA S8,35T23,2022.2,1,2306,FGA0055
17858,25,0,FGA - SALA I8,35M34,2022.2,1,2307,FGA0056
17859,45,0,FGA - SALA I1 / I2,24T45,2022.2,1,2332,FGA0057
17860,40,0,FGA - SALA I6,35M12,2022.2,1,2284,FGA0060
17861,45,0,FGA - SALA I6 E I7,46M12,2022.2,2,652,FGA0060
17862,68,0,FGA - SALA I10,7M1234,2022.2,4,652,FGA0060
17863,20,0,FGA - LAB TERMODINÂMICA,24M34,2022.2,2,2304,FGA0062
17864,15,0,FGA- SALA MULTIUSO,24M34,2022.2,1,2305,FGA0065
17865,60,0,FGA - SALA I3,35M12,2022.2,1,377,FGA0066
17866,50,0,FGA - SALA S9,35M12,2022.2,1,2308,FGA0067
17867,45,0,FGA - S8,24M12,2022.2,2,2342,FGA0067
17868,45,0,FGA - S8,24M12,2022.2,2,2310,FGA0067
17869,60,0,FGA - SALA I3 / SALA S6,24M34,2022.2,1,2312,FGA0068
17870,24,0,FGA - SALA LAB NEI,3T23,2022.2,1,2311,FGA0069
17871,24,0,FGA - SALA LAB NEI,5M34,2022.2,2,2309,FGA0069
17872,24,0,FGA - SALA LAB NEI,6M12,2022.2,4,2311,FGA0069
17873,24,0,FGA - SALA LAB NEI,4M34,2022.2,6,2309,FGA0069
17874,24,0,FGA - SALA LAB NEI,5M12,2022.2,7,2309,FGA0069
17875,20,0,FGA - SALA LAB NEI,6M34,2022.2,3,2330,FGA0070
17876,14,0,FGA - SALA LAB SS,4M5 4T1,2022.2,1,2314,FGA0071
17877,14,0,FGA - SALA LAB NEI 2,4T23,2022.2,2,2309,FGA0071
17878,14,0,FGA - SALA LAB NEI 2,4T45,2022.2,3,2309,FGA0071
17879,14,0,FGA - SALA LAB NEI 2,5T23,2022.2,4,2309,FGA0071
17880,14,0,FGA - SALA LAB NEI 2,6T23,2022.2,5,2311,FGA0071
17881,14,0,FGA - SALA LAB SS,6M12,2022.2,6,2315,FGA0071
17882,14,0,FGA - SALA LAB NEI 2,3M12,2022.2,7,2316,FGA0071
17883,14,0,FGA - SALA LAB SS,2M12,2022.2,8,2316,FGA0071
17884,14,0,FGA - SALA LAB NEI 2,3M34,2022.2,9,2316,FGA0071
17885,14,0,FGA - SALA LAB SS,2M34,2022.2,10,2316,FGA0071
17886,14,0,FGA - SALA LAB NEI 2,5M34,2022.2,11,2311,FGA0071
17887,14,0,FGA - SALA LAB SS,6M34,2022.2,12,2311,FGA0071
17888,14,0,FGA - SALA LAB SS,6M5 6T1,2022.2,13,2314,FGA0071
17889,14,0,FGA - SALA LAB NEI 2,3T23,2022.2,16,2309,FGA0071
17890,28,0,FGA - SALA LAB SS,4M34,2022.2,1,2311,FGA0072
17891,28,0,FGA - SALA LAB SS,4M12,2022.2,2,2309,FGA0072
17892,100,0,FGA - SALA S1,46M12,2022.2,1,2317,FGA0073
17893,100,0,FGA - SALA S2 / SALA S4,46T23,2022.2,2,2317,FGA0073
17894,60,0,FGA - SALA I2,35M34,2022.2,1,2318,FGA0074
17895,15,0,FGA - SALA LAB MAT,2T4,2022.2,1,2319,FGA0075
17896,15,0,FGA - SALA LAB MAT,4T4,2022.2,2,2319,FGA0075
17897,15,0,FGA - SALA LAB MAT,2T5,2022.2,9,2319,FGA0075
17898,15,0,FGA - SALA LAB MAT,5M1,2022.2,11,2321,FGA0075
17899,15,0,FGA - SALA LAB MAT,5M2,2022.2,12,2321,FGA0075
17900,45,0,FGA - SALA I4,24M12,2022.2,1,2373,FGA0076
17901,45,0,FGA - SALA I4,24M12,2022.2,1,186,FGA0076
17902,15,0,FGA - SALA MULTIUSO,35T45,2022.2,1,2307,FGA0077
17903,90,0,FGA - SALA S4,2T123,2022.2,1,2319,FGA0078
17904,90,0,FGA - SALA S4,3T23 5T2,2022.2,2,2320,FGA0078
17905,60,0,FGA - SALA S6,35M34,2022.2,1,653,FGA0083
17906,70,0,FGA - SALA S6 E I10,26T45,2022.2,1,2323,FGA0084
17907,130,0,FGA - SALA S9 e S2,26M34,2022.2,1,2324,FGA0085
17908,69,0,FGA - SALA S7,46T23,2022.2,2,2324,FGA0085
17909,43,0,FGA - SALA S8,24T45,2022.2,1,2325,FGA0086
17910,43,0,FGA - SALA I8,24M12,2022.2,2,2293,FGA0086
17911,20,0,FGA - SALA LAB ELETR,2T45,2022.2,1,2326,FGA0087
17912,20,0,FGA - SALA LAB ELETR,6M34,2022.2,2,2327,FGA0087
17913,18,0,FGA - SALA LAB ELETR,2M34,2022.2,3,2293,FGA0087
17914,20,0,FGA - SALA LAB ELETR,4M34,2022.2,4,2293,FGA0087
17915,18,0,FGA - SALA LAB ELETR,6M12,2022.2,5,2327,FGA0087
17916,60,0,FGA - SALA S6,46M12,2022.2,1,2325,FGA0088
17917,20,0,FGA - SALA LAB ELETR,4T45,2022.2,1,2327,FGA0089
17918,20,0,FGA - SALA LAB ELETR,2T23,2022.2,2,2327,FGA0089
17919,45,0,FGA - SALA I1,35T23,2022.2,1,2328,FGA0090
17920,25,0,FGA - SALA I5 / LAB TERMOFLUIDOS/ SALA I5,24M12 3T2,2022.2,1,190,FGA0091
17921,25,0,FGA - SALA I5 / LAB TERMOFLUIDOS/ SALA I5,24M12 3T2,2022.2,1,2305,FGA0091
17922,20,0,FGA - SALA I5 / LAB TERMOFLUIDOS/ SALA I5,24M12 3T3,2022.2,2,2305,FGA0091
17923,20,0,FGA - SALA I5 / LAB TERMOFLUIDOS/ SALA I5,24M12 3T3,2022.2,2,190,FGA0091
17924,50,0,FGA - SALA I2 / I10,35M12 3T1,2022.2,1,2329,FGA0092
17925,50,0,FGA - SALA I3 / LAB SS,3T23 5T234,2022.2,1,2310,FGA0093
17926,50,0,FGA - SALA LAB SS,246T45,2022.2,1,2315,FGA0096
17927,20,0,FGA - SALA LAB NEI,4M12,2022.2,1,2311,FGA0098
17928,20,0,FGA - SALA LAB NEI,2T45,2022.2,2,2311,FGA0098
17929,45,0,FGA - SALA I2,35T45,2022.2,1,2290,FGA0099
17930,20,0,FGA - SALA LAB NEI,3M34,2022.2,1,2333,FGA0100
17931,20,0,FGA - SALA LAB NEI,3M5 3T1,2022.2,2,2333,FGA0100
17932,60,0,FGA - SALA I3,35T45,2022.2,1,2332,FGA0101
17933,50,0,FGA - SALA I5,246M34,2022.2,1,2334,FGA0102
17934,45,0,FGA - SALA S8,356M12,2022.2,2,2288,FGA0102
17935,40,0,FGA - SALA I9 / SALA I7 / SALA I3,356M12,2022.2,3,2330,FGA0102
17936,50,0,FGA - SALA LAB SS,246T23,2022.2,1,2335,FGA0103
17937,45,0,FGA - SALA S5 E I1,24M34,2022.2,1,2336,FGA0104
17938,15,0,FGA - SALA I4 / S8,46T23,2022.2,2,2300,FGA0105
17939,15,0,FGA - LAB TERMODINÂMICA,2T2345,2022.2,3,2295,FGA0105
17940,45,0,FGA - SALA I8,24T23,2022.2,1,2338,FGA0106
17941,24,0,FGA - LAB OND,3M34,2022.2,1,2328,FGA0107
17942,24,0,FGA - LAB OND,5M34,2022.2,2,2328,FGA0107
17943,133,0,FGA - SALA S9 E S2,2M5 2T1 6T23,2022.2,1,362,FGA0108
17944,50,0,FGA - LAB SS,35M34,2022.2,1,2339,FGA0109
17945,50,0,FGA - LAB SS,35M5 35T1,2022.2,2,2339,FGA0109
17946,45,0,FGA - SALA I8 E I1,26M34,2022.2,1,2607,FGA0117
17947,45,0,FGA - SALA I8 E I1,26M34,2022.2,1,2601,FGA0117
17948,15,0,FGA - ANTE SALA I10,24M34,2022.2,1,2362,FGA0118
17949,60,0,FGA - SALA I2,24T23,2022.2,1,2341,FGA0119
17950,130,0,FGA - SALA S4 E S2,46M12,2022.2,2,2341,FGA0119
17951,50,0,FGA - SALA MOCAP,6T23,2022.2,1,2333,FGA0120
17952,80,0,FGA - SALA I10,3T45,2022.2,2,2333,FGA0120
17953,45,0,FGA - CONTEINER 04,46M34,2022.2,1,2340,FGA0121
17954,20,0,FGA - SALA LAB ELET,46T23,2022.2,1,2326,FGA0122
17955,81,0,FGA - SALA MOCAP,26M34,2022.2,1,2281,FGA0124
17956,60,0,FGA - SALA S6,35M12,2022.2,1,60,FGA0130
17957,30,0,FGA - SALA I6,6T2345,2022.2,1,217,FGA0131
17958,45,0,FGA - SALA I2,46M34,2022.2,1,2314,FGA0132
17959,45,0,FGA - SALA I5,56M12,2022.2,1,2343,FGA0133
17960,120,0,FGA - SALA S9,35M34,2022.2,2,2344,FGA0133
17961,130,0,FGA - SALA S9,46T45,2022.2,3,2345,FGA0133
17962,240,0,FGA - SALA ANFITEATRO,35T23,2022.2,3,2346,FGA0134
17963,45,0,FGA - SALA I5,35T45,2022.2,4,657,FGA0134
17964,80,0,FGA - SALA I10,35T23,2022.2,1,2284,FGA0137
17965,41,0,FGA - SALA I6,26M12,2022.2,2,2281,FGA0137
17966,40,0,FGA - SALA I6,35T45,2022.2,1,2349,FGA0138
17967,60,0,FGA - SALA MOCAP,35M34,2022.2,2,2350,FGA0138
17968,40,0,FGA - SALA I7,35T45,2022.2,3,2351,FGA0138
17969,45,0,FGA - SALA S5,46M34,2022.2,1,2361,FGA0141
17970,130,0,FGA - SALA I9,26M12,2022.2,1,654,FGA0142
17971,60,0,FGA - SALA S6 E MOCAP,24M34,2022.2,2,658,FGA0142
17972,130,0,FGA - SALA S1,35T23,2022.2,1,657,FGA0147
17973,42,0,FGA - SALA I6,35M34,2022.2,2,667,FGA0147
17974,60,0,FGA - S10,5M5 2T6 5T1 2N1,2022.2,3,653,FGA0147
17975,60,0,FGA - S10,5M5 2T6 5T1 2N1,2022.2,3,667,FGA0147
17976,60,0,FGA - SALA I2,2M34,2022.2,1,2352,FGA0148
17977,120,0,FGA - SALA S3,2M12,2022.2,2,2352,FGA0148
17978,35,0,FGA - SALA S2,24T45,2022.2,1,181,FGA0150
17979,35,0,FGA - SALA S2 / I1,24T45,2022.2,2,2335,FGA0150
17980,35,0,FGA - SALA S2 e S5,24T45,2022.2,3,2303,FGA0150
17981,45,0,FGA - SALA S2 E I4,24T45,2022.2,5,2353,FGA0150
17982,60,0,FGA I-8 e S-6,24T45,2022.2,6,2322,FGA0150
17983,50,0,FGA - SALA MOCAP,35T23,2022.2,1,2354,FGA0152
17984,80,0,FGA - SALA S3,35M12,2022.2,1,2302,FGA0154
17985,80,0,FGA - SALA S9,46T23,2022.2,2,2345,FGA0154
17986,80,0,FGA - SALA S3,35M34,2022.2,3,2355,FGA0154
17987,40,0,FGA - SALA I7,46T23,2022.2,1,2356,FGA0155
17988,45,0,FGA - SALA I5 / I4,3M12 6T23,2022.2,1,2792,FGA0156
17989,130,0,FGA - SALA S3,46T23,2022.2,1,2357,FGA0157
17990,130,0,FGA - SALA S3,46M34,2022.2,2,2358,FGA0157
17991,60,0,FGA - SALA S10,24T45,2022.2,1,656,FGA0158
17992,40,0,FGA - SALA I7,24M12,2022.2,2,656,FGA0158
17993,40,0,FGA - SALA I6,24T23,2022.2,3,2359,FGA0158
17994,70,0,FGA - SALA S10,46T23,2022.2,4,2310,FGA0158
17995,92,0,FGA - SALA I9 / S10,7M1234,2022.2,5,2347,FGA0158
