id,name,department_code
1440,Simone Rocha Da Rocha Pires Monteiro,563
1441,Livia Barbosa Pereira,563
1442,Silvia Cristina Yannoulas,563
1443,Isabela Ramos Ribeiro,563
1444,Evilasio Da Silva Salvador,563
1445,Andreia De Oliveira,563
1446,Karen Santana De Almeida Vieira,563
1447,Hayeska Costa Barroso,563
1448,Cristiano Guedes De Souza,563
1449,Cristiane Cordeiro Da Silva Delfino,563
1450,Marileia Goin,563
1451,Tiberio Lima Oliveira,563
1452,Janaina Lopes Do Nascimento Duarte,563
1453,Anabelle Carrilho Da Costa,563
1454,Reginaldo Ghiraldelli,563
1455,Newton Narciso Gomes Junior,563
1456,Andrea Prado Abreu Reis Liserre,361
1457,Daniel Richard Sant Ana,361
1458,Chenia Rocha Figueiredo Avila,361
1459,Vanda Alice Garcia Zanoni,361
1460,Marta Adriana Bustos Romero,361
1461,Marcio Augusto Roma Buzar,361
1462,Carlos Eduardo Luna De Melo,361
1463,Claudia Estrela Porto,361
1464,Luis Alejandro Perez Pena,361
1465,Jose Manoel Morales Sanchez,361
1466,Maria Do Carmo De Lima Bezerra,361
1467,Joao Da Costa Pantoja,361
1468,Mafalda Fabiene Ferreira Pantoja,362
1469,Claudia Da Conceicao Garcia,362
1470,Elane Ribeiro Peixoto,362
1471,Gabriel Dorfman,362
1472,Maria Fernanda Derntl,362
1473,Reinaldo Guedes Machado,362
1474,Andrey Rosenthal Schlee,362
1475,Angelina Nardelli Quaglia Bercott,362
1476,Claudia Afonso,362
1477,Ana Clara Giannecchini,362
1478,Miguel Gally De Andrade,362
1479,Piero Luis Zanetti Eyben,580
1480,Edvaldo Aparecido Bergamo,580
1481,Ana Claudia Da Silva,580
1482,Ana Laura Dos Reis Correa,580
1483,Lucia Helena Marques Ribeiro,580
1484,Patricia Trindade Nakagome,580
1485,Virginia Maria Vasconcelos Leal,580
1486,Gislene Maria Barral Lima Felipe Da Silva,580
1487,Ricardo Araujo,580
1488,Henryk Siewierski,580
1489,Lia Duarte Mota,580
1490,Deane Maria Fonseca De Castro E Costa,580
1491,Augusto Rodrigues Da Silva Junior,580
1492,Yara Dias Fortuna,580
1493,Andre Luis Gomes,580
1494,Pedro Mandagara Ribeiro,580
1495,Danglei De Castro Pereira,580
1496,Robson Coelho Tinoco,580
1497,Michelle Andressa Alvarenga De Souza,580
1498,Wiliam Alves Biserra,580
1499,Pawel Jerzy Hejmanowski,580
1500,Joao Vianney Cavalcanti Nuto,580
1501,Anderson Luis Nunes Da Mata,580
1502,Sidney Barbosa,580
1503,Eliana Lutzgarda Collabina Ramirez Abrahao,580
1504,Paulo Cesar Thomaz,580
1505,Ana Helena Barbosa De Oliveira,580
1506,Anna Herron More,580
1507,Erivelto Da Rocha Carvalho,580
1508,Jose Luis Martinez Amaro,580
1509,Maria Isabel Edom Pires,580
1510,Joao Paulo Ferreira Dos Santos,580
1511,Fabricia Walace Rodrigues,580
1512,Cintia Carla Moreira Schwantes,580
1513,Jair Duarte Da Costa Junior,363
1514,Glaucia Bueno Pereira Neto,363
1515,Christine Souza Martins,363
1516,Fabio Henrique Bezerra Ximenes,363
1517,Antonio Raphael Teixeira Neto,363
1518,Rita De Cassia Campebell,363
1519,Cristiane Da Silva Pereira,363
1520,Jose Renato Junqueira Borges,363
1521,Paula Diniz Galera,363
1522,Ana Carolina Mortari,363
1523,Liria Queiroz Luz Hirano,363
1524,Magali Costa Guimaraes,363
1525,Maisa Isabela Rodrigues,363
1526,Maria Julia Pantoja De Britto,363
1527,Karim Marini Thome,363
1528,Elen Presotto,363
1529,Jaim Jose Da Silva Junior,363
1530,Thiago Dias Trombeta,363
1531,Marlon Vinicius Brisola,363
1532,Maisa Santos Joaquim,363
1533,Mireya Eugenia Valencia Perafan,363
1534,Janaina Deane De Abreu Sa Diniz,363
1535,Gino Chaves Da Rocha,363
1536,Ana Izabel Passarella Teixeira,363
1537,Tathiana Marques Barreto,363
1538,Vitor Salvador Picao Goncalves,363
1539,Rodrigo Diana Navarro,363
1540,Flaviane De Carvalho Canavesi,363
1541,Tairone Paiva Leao,363
1542,Marilusa Pinto Coelho Lacerda,363
1543,Marina Rolim Bilich Neumann,363
1544,Armando Fornazier,363
1545,Delvio Sandri,363
1546,Jordana Moura Caetano,363
1547,Thales Meinl Schmiedt Sattolo,363
1548,Luci Sayori Murata,363
1549,Aline Mondini Calil Racanicci,363
1550,Marcio De Carvalho Pires,363
1551,Maria Zilderlania Alves,363
1552,Osvaldo Kiyoshi Yamanishi,363
1553,Sergio Lucio Salomon Cabral Filho,363
1554,Gervasio Fernando Alves Rios,363
1555,Marcelo Fagioli,363
1556,Everaldo Anastacio Pereira,363
1557,Concepta Margaret Mcmanus Pimentel,363
1558,Marcio Antonio Mendonca,363
1559,Patricia Diniz Andrade,363
1560,Maurício Ferreira Lopes,363
1561,Ana Maria Resende Junqueira,363
1562,Kássia Regina Aguiar Vieira,363
1563,Deborah Clea Ruy,363
1564,Cristina Schetino Bastos,363
1565,Jader Galba Busato,363
1566,Cicero Celio De Figueiredo,363
1567,Julio Barea Pastore,363
1568,Marcelo Ismar Silva Santana,363
1569,Eduardo Mauricio Mendes De Lima,363
1570,Solange Da Costa Nogueira,363
1571,Ricardo Carmona,363
1572,Nara Oliveira Silva Souza,363
1573,Jose Mauro Da Silva Diogo,363
1574,Cassio Jose Da Silva,363
1575,Fernanda Cipriano Rocha,363
1576,Jose Ricardo Peixoto,363
1577,Michelle Souza Vilela,363
1578,Francisco Ernesto Moreno Bernal,363
1579,Tiago Pereira Da Silva Correia,363
1580,Davi Emanuel Ribeiro De Sousa,363
1581,Marcio Botelho De Castro,363
1582,Ivo Pivato,363
1583,Rodrigo Arruda De Oliveira,363
1584,Ricardo Miyasaka De Almeida,363
1585,Giane Regina Paludo,363
1586,Angela Patricia Santana,363
1587,Marcia De Aguiar Ferreira,363
1588,Joao Batista Soares,363
1589,Fabiana Carmanini Ribeiro,363
1590,Ricardo Titze De Almeida,363
1591,Marcelo Jose De Mello Rezende,363
1592,Rodrigo Vidal Oliveira,363
1593,Anna Paula Rodrigues Dos Santos,363
1594,Yara Cavalcante Vieira,363
1595,Simone Perecmanis,363
1596,Gabriel Da Silva Medina,363
1597,Eiyti Kato,363
1598,Jose Americo Soares Garcia,363
1599,Paulo Afonso Francisco De Carvalho,363
1600,Itibere Saldanha Silva,363
1601,Selma Regina Maggiotto,363
1602,Joao Jose Da Silva Junior,363
1603,Maria Lucrecia Gerosa Ramos,363
1604,Alessandra Monteiro De Paula,363
1605,Francisco Faggion,363
1606,Luiz Eduardo Bassay Blum,363
1607,Thais Ribeiro Santiago,363
1608,Danilo Batista Pinho,363
1609,Cristiano Barros De Melo,363
1610,Fabiano Jose Ferreira De Sant Ana,363
1611,Tânia Ribeiro Junqueira Borges,363
1612,Maira Rocha Santos,363
1613,Enio Queijada De Souza,363
1614,Gustavo Macedo De Mello Baptista,353
1615,Romulo Jose Da Costa Ribeiro,353
1616,Rodrigo Studart Correa,353
1617,Rodrigo Haddad,672
1618,Leonardo Petrus Da Silva Paz,672
1619,Olga Maria Ramalho De Albuquerque,672
1620,Marianna Assuncao Figueiredo Holanda,672
1621,Flavia Reis De Andrade,672
1622,Anna Carolina Faleiros Martins,672
1623,Felipe Augusto Dos Santos Mendes,672
1624,Luisiane De Avila Santana,672
1625,Josevan Cerqueira Leal,672
1626,Clarissa Cardoso Dos Santos Couto Paz,672
1627,Fernanda Pasinato,672
1628,Alberto Ferreira Donatti,672
1629,Emerson Fachin Martins,672
1630,Gerson Cipriano Junior,672
1631,Danielle Brasil Barros Da Silva,672
1632,Wagner Rodrigues Martins,672
1633,Ana Clara Bonini Rocha,672
1634,Vera Regina Fernandes Da Silva Maraes,672
1635,Aline Teixeira Alves,672
1636,Sergio Ricardo Thomaz,672
1637,Sergio Ricardo Menezes Mateus,672
1638,Vinicius Zacarias Maldaner Da Silva,672
1639,Keyla De Paula Barbosa,672
1640,Aline Martins De Toledo,672
1641,Graziella Franca Bernardelli Cipriano,672
1642,Vanessa De Oliveira Martins Reis,672
1643,Carmem Jena Machado Caetano,672
1644,Araken Dos Santos Werneck Rodrigues,672
1645,Valeria Reis Do Canto Pereira,672
1646,Renata De Sousa Tschiedel,672
1647,Danielle Da Silva Fernandes,672
1648,Juliana Machado Schardosim,672
1649,Micheline Marie Milward De Azevedo Meiners,672
1650,Dayani Galato,672
1651,Juliana Onofre De Lira,672
1652,Thamara Suzi Dos Santos,672
1653,Leandro Alves Torres,672
1654,Emilia Vitoria Da Silva,672
1655,Magno Nunes Farias,672
1656,Leticia Correa Celeste,672
1657,Joao Luiz Quaglioti Durigan,672
1658,Corina Elizabeth Satler,672
1659,Aveliny Mantovan Lima,672
1660,Laura Davison Mangilli Toni,672
1661,Naira Rubia Rodrigues Pereira,672
1662,Vanessa Veis Ribeiro,672
1663,Maysa Luchesi Cera,672
1664,Cristina Lemos Barbosa Furia,672
1665,Monique Antunes De Souza Chelminski Barreto,672
1666,Eduardo Magalhaes Da Silva,672
1667,Isabella Monteiro De Castro Silva,672
1668,Paula Regina De Souza Hermann,672
1669,Elaine Cristina Leite Pereira,672
1670,Rita De Cassia Marqueti Durigan,672
1671,Kelb Bousquet Santos,672
1672,Jamila Reis De Oliveira,672
1673,Flavia Da Silva Nader Motta,672
1674,Carine Royer,672
1675,Tulio Nakazato Da Cunha,672
1676,Sarah Raquel Almeida Lins,672
1677,Daniela Da Silva Rodrigues,672
1678,Cris Renata Grou Volpe,672
1679,Janaina Meirelles Sousa,672
1680,Katarinne Lima Moraes,672
1681,Priscilla Roberta Silva Rocha,672
1682,Adriana Maria Duarte,672
1683,Luciano Ramos De Lima,672
1684,Mani Indiana Funez,672
1685,Michelle Zampieri Ipolito,672
1686,Tayse Tamara Da Paixao Duarte,672
1687,Ana Claudia Afonso Valladares Torres,672
1688,Diane Maria Scherer Kuhn Lago,672
1689,Marcia Cristina Da Silva Magro,672
1690,Carlos Eduardo Dos Santos,672
1691,Walterlania Silva Santos,672
1692,Josiane Maria Oliveira De Souza,672
1693,Silvana Schwerz Funghetto,672
1694,Tania Cristina Morais Santa Barbara Rehem,672
1695,Marcos Takashi Obara,672
1696,Luiza De Marilac Meireles Barbosa,672
1697,Vanessa Resende Nogueira Cruvinel,672
1698,Patricia Maria Fonseca Escalda,672
1699,Mauricio Robayo Tamayo,672
1700,Giovana Acacia Tempesta,672
1701,Pedro De Andrade Calil Jabur,672
1702,Miguel Angelo Montagner,672
1703,Erica Quinaglia Silva,672
1704,Everton Nunes Da Silva,672
1705,Maria Inez Montagner,672
1706,Allan Nuno Alves De Sousa,672
1707,Luis Alexandre Muehlmann,672
1708,Marciano Regis Rubini,672
1709,Maria De Nazareth Rodrigues Malcher De Oliveira Silva,672
1710,Aline Araujo Do Carmo,672
1711,Danielle Kaiser De Souza,672
1712,Jose Airton Jorge Alves,672
1713,Edgar Guimaraes Bione,672
1714,Maria Hosana Conceicao,672
1715,Wildo Navegantes De Araujo,672
1716,Walter Massa Ramalho,672
1717,Juliano Alexandre Chaker,672
1718,Anderson De Jesus Gomes,672
1719,Marcelo Henrique Sousa,672
1720,Margo Gomes De Oliveira Karnikowski,672
1721,Rafael Garcia Barreiro,672
1722,Christopher William Fagg,672
1723,Alexis Fonseca Welker,672
1724,Jorge Luis Lopes Zeredo,672
1725,Paulo Gustavo Barboni Dantas Nascimento,672
1726,Osmair Gomes De Macedo,672
1727,Yulle Ximende Rodrigues,672
1728,Wellington Pedro Da Silva,672
1729,Otavio De Toledo Nobrega,672
1730,Aldo Henrique Fonseca Pacheco Tavares,672
1731,Antonia De Jesus Angulo Tuesta,672
1732,Sergio Ricardo Schierholt,672
1733,Claure Nain Lunardi Gomes,672
1734,Francisco Anderson Carvalho De Lima,672
1735,Aldira Guimaraes Duarte Dominguez,672
1736,Katia Vanessa Pinto De Meneses,672
1737,Fabiane Hiratsuka Veiga De Souza,672
1738,Tamara Araujo Rocha Nunes,672
1739,Larissa Fernandes Matos,672
1740,Alex Leite Pereira,672
1741,Rinaldo Eduardo Machado De Oliveira,672
1742,Jose Eduardo Pandossio,672
1743,Paula Melo Martins,672
1744,Tatiana Ramos Lavich,672
1745,Flavia Mazitelli De Oliveira,672
1746,Ana Rita Costa De Souza Lobo Braga,672
1747,Caroline De Oliveira Alves,672
1748,Leticia Meda Vendrusculo Fangel,672
1749,Mariana Sodario Cruz,672
1750,Carla Nunes De Araujo,672
1751,Jose Antonio Iturri De La Mata,672
1752,Larissa Grandi Vaitsman Bastos,672
1753,Patricia Azevedo Garcia,672
1754,Patricia Albuquerque De Andrade Nicola,672
1755,Juliana Martins Pinto,672
1756,Rodrigo Luiz Carregaro,672
1757,Juliana De Faria Fracon E Romao,672
1758,Eduardo Antonio Ferreira,672
1759,Elton Clementino Da Silva,672
1760,Casandra Genoveva Rosales Martins Ponce De Leon,672
1761,Grasielle Silveira Tavares Paulin,672
1762,Juliana Valeria De Melo,672
1763,Kauane Santos Carvalho,672
1764,Ioneide De Oliveira Campos,672
1765,Priscila Almeida Andrade,672
1766,Carla Pintas Marques,672
1767,Carolina Cangemi Gregorutti,672
1768,Camila Alves Areda,672
1769,Vivian Da Silva Santos,672
1770,Thais Alves Da Costa Lamounier,672
1771,Livia Cristina Lira De Sa Barreto,672
1772,Alecssandra De Fatima Silva Viduedo,672
1773,Laiane Medeiros Ribeiro,672
1774,Ailton Luiz Goncalves Feitosa,674
1775,Rita De Cassia Do Vale Caribe,674
1776,Ana Lucia De Abreu Gomes,674
1777,Michelli Pereira Da Costa,674
1778,Felipe Augusto Arakaki,674
1779,Rodrigo Rabello Da Silva,674
1780,Marcio De Carvalho Victorino,674
1781,Greyciane Souza Lins,674
1782,Fernanda De Souza Monteiro,674
1783,Kelley Cristine Goncalves Dias Gasque,674
1784,Joao De Melo Maricato,674
1785,Jayme Leiro Vilan Filho,674
1786,Elmira Luzia Melo Soares Simeao,674
1787,Dalton Lopes Martins,674
1788,Deborah Silva Santos,674
1789,Clovis Carvalho Britto,674
1790,Luciana Magalhaes Portela,674
1791,Arthur Gomes Barbosa,674
1792,Marijara Souza Queiroz,674
1793,Valdemar De Assis Lima,674
1794,Fernanda Farinelli,674
1795,Andrea Fernandes Considera,674
1796,Elizangela Carrijo,674
1797,Lillian Maria Araujo De Rezende Alvares,674
1798,Rogerio Henrique De Araujo Junior,674
1799,Shirley Carvalhedo Franco,674
1800,Claudio Gottschalg Duque,674
1801,Fernanda Passini Moreno,674
1802,Marcio Bezerra Da Silva,674
1803,Angelica Alves Da Cunha Marques,674
1804,Katia Isabelli De Bethania Barros E Melo,674
1805,Andre Porto Ancona Lopez,674
1806,Cynthia Roncaglio,674
1807,Eliane Braga De Oliveira,674
1808,Fernanda Werneck Cortes,674
1809,Ivette Kafure Munoz,674
1810,Renato Tarciso Barbosa De Sousa,674
1811,Fredson Oliveira Carneiro,370
1812,Thiago Gomes Viana,370
1813,Luiz Henrique Matias Da Cunha,370
1814,Henrique Smidt Simon,370
1815,Enea De Stutz E Almeida,370
1816,Adriano De Bortoli,370
1817,Bistra Stefanova Apostolova,370
1818,Isaac Costa Reis,370
1819,Debora Bonat,370
1820,Marcelo Da Costa Pinto Neves,370
1821,Maria Pia Dos Santos Lima Guerra Dalledone,370
1822,Alexandre Araujo Costa,370
1823,Marcus Faro De Castro,370
1824,Alexandre Kehrig Veronese Aguiar,370
1825,Mateus Rocha Tomaz,370
1826,Daniel Pitangueira De Avelino,370
1827,Gustavo Carvalho Chehab,370
1828,I Talo Fioravanti Sabo Mendes,370
1829,Mariana Levy Piza Fontes,370
1830,Argemiro Cardoso Moreira Martins,370
1831,Mamede Said Maia Filho,370
1832,Janaina Lima Penalva Da Silva,370
1833,Christine Oliveira Peter Da Silva,370
1834,Jorge Octavio Lavocat Galvao,370
1835,Humberto Jacques De Medeiros,370
1836,Mateus Do Prado Utzig,370
1837,Nicolao Dino De Castro E Costa Neto,370
1838,Tarcisio Vieira De Carvalho Neto,370
1839,Marcio Nunes Iorio Aranha Oliveira,370
1840,Antonio De Moura Borges,370
1841,Oswaldo Othon De Pontes Saraiva Filho,370
1842,Luiz Alberto Gurgel De Faria,370
1843,Carina Costa De Oliveira,370
1844,Fabricio Da Silva Henriques,370
1845,Inez Lopes Matos Carneiro De Farias,370
1846,Carlos Frederico De Oliveira Pereira,370
1847,Cristina Maria Zackseski,370
1848,Fernando Nascimento Dos Santos,370
1849,Marcus Flávio Horta Caldeira,370
1850,Andre Macedo De Oliveira,370
1851,Daniela Marques De Moraes,370
1852,Henrique Araujo Costa,370
1853,Evandro Charles Piza Duarte,370
1854,Paulo De Souza Queiroz,370
1855,Marcelo Navarro Ribeiro Dantas,370
1856,Reynaldo Soares Da Fonseca,370
1857,Ney De Barros Bello Filho,370
1858,Antonio Sergio Escrivao Filho,370
1859,Erica Fernandes Teixeira,370
1860,Ana De Oliveira Frazao Vieira De Mello,370
1861,Carlos Eduardo Elias De Oliveira,370
1862,Frederico Henrique Viegas De Lima,370
1863,Amanda Flavio De Oliveira,370
1864,Joao Costa Ribeiro Neto,370
1865,Marcus Vinícius Fernandes Bastos,370
1866,Amanda Athayde Linhares Martins Rivera,370
1867,Bernardo Pablo Sukiennik,370
1868,Lilian Manoela Monteiro Cintra De Melo,370
1869,Angelo Gamba Prata De Carvalho,370
1870,Olindo Herculano De Menezes,370
1871,Fabiano Hartmann Peixoto,370
1872,Gabriel Jamur Gomes,370
1873,Sthefani Lara Dos Reis Rocha,370
1874,Caroline Maria Vieira Lacerda,370
1875,Benedito Cerezzo Pereira Filho,370
1876,Loussia Penha Musse Felix,370
1877,Jose Geraldo De Sousa Junior,370
1878,Ademar Aparecido Da Costa Filho,370
1879,Beatriz Vargas Ramos Goncalves De Rezende,370
1880,Guilherme Scotti Rodrigues,370
1881,Paulo Henrique Blair De Oliveira,370
1882,Vallisney De Souza Oliveira,370
1883,Leandro Dias Porto Batista,370
1884,Othon De Azevedo Lopes,370
1885,Cristiano Otavio Paixao Araujo Pinto,370
1886,Renato Bigliazzi,370
1887,Welliton Caixeta Maciel,370
1888,Marcus Vinicius Kiyoshi Onodera,370
1889,Jan Yuri Figueiredo De Amorim,370
1890,Manuelita Hermes Rosa Oliveira Filha,370
1891,André Demetrio Alexandre,370
1892,Menelick De Carvalho Netto,370
1893,Douglas Antonio Rocha Pinheiro,370
1894,Guilherme Gomes Vieira,370
1895,Renata Queiroz Dutra,370
1896,Alberto Emanuel Albertin Malta,370
1897,Marcelo Turbay Freiria,370
1898,Taynara Tiemi Ono,370
1899,Otávio Souza E Rocha Dias Maciel,370
1900,Ana Beatriz Vanzoff Robalinho Cavalcanti,370
1901,Adriano Drummond Cançado Trindade,370
1902,Petrônio Calmon Alves Cardoso Filho,370
1903,Luiz Henrique Krassuski Fortes,370
1904,Mariana Devezas Rodrigues Murias De Menezes,370
1905,Cássio Hildebrand Pires Da Cunha,370
1906,Paula Pessoa Pereira,370
1907,Roberta Simoes Nascimento,370
1908,Fernanda De Carvalho Lage,370
1909,Suzana Borges Viegas De Lima,370
1910,Talita Tatiana Dias Rampin,370
1911,Wilson Roberto Theodoro Filho,370
1912,Gabriela Neves Delgado,370
1913,Thayse Edith Coimbra Sampaio,370
1914,Felipe Inacio Zanchet Magalhães,370
1915,Gabriela Garcia Batista Lima Moraes,370
1916,Paula De Paiva Santos,370
1917,Etienne Baldez Louzada Barbosa,381
1918,Livia Freitas Fonseca Borges,381
1919,Marcia Castilho De Sales,381
1920,Raquel De Almeida Moraes,381
1921,Viviane Fernandes Faria Pinto,381
1922,Claudia Guilmar Linhares Sanz,381
1923,Rosana Cesar De Arruda Fernandes,381
1924,Poliana Rezende Soares Rodrigues,381
1925,Daniela Barros Pontes E Silva,381
1926,Valicia Ferreira Gomes,381
1927,Gustavo Henrique De Abreu Silva,381
1928,Danielle Xabregas Pamplona Nogueira,381
1929,Shirleide Pereira Da Silva Cruz,381
1930,Ana Sheila Fernandes Costa,381
1931,Ana Maria De Albuquerque Moreira,381
1932,Adriana Da Silva Ramos De Oliveira,381
1933,Caetana Juracy Rezende Silva,381
1934,Liege Gemelli Kuchenbecker,381
1935,Roberta Assuncao,381
1936,Helio Jose Santos Maia,381
1937,Rodrigo Diego De Souza,381
1938,Luciana De Mello Gomide,381
1939,Alessandro Roberto De Oliveira,381
1940,Simone Aparecida Lisniowski,381
1941,Lygianne Batista Vieira,381
1942,Nara Maria Pimentel,381
1943,Katia Augusta Curado Pinheiro Cordeiro Da Silva,381
1944,Maikel Pons Giralt,381
1945,Caroline Bahniuk,381
1946,Andrea Cristina Versuti,381
1947,Maria Zelia Borba Rocha,381
1948,Liliane Campos Machado,381
1949,Vital Francisco Celestino Alves,381
1950,Juarez Jose Tuchinski Dos Anjos,381
1951,Monique Aparecida Voltarelli,381
1952,Gilberto Lacerda Dos Santos,381
1953,Paula Maria Cobucci Ribeiro Dias,381
1954,Solange Alves De Oliveira Mendes,381
1955,Solange Cardoso,381
1956,Ireuda Da Costa Mourao,381
1957,Otilia Maria Alves Da Nobrega Alberto Dantas,381
1958,Maria Emilia Gonzaga De Souza,381
1959,Maristela Rossato Martins,381
1960,Jane Farias Chagas Ferreira,381
1961,Francisco Thiago Silva,381
1962,Edileuza Fernandes Da Silva,381
1963,Lucimara Gomes Oliveira De Morais,381
1964,Girlene Ribeiro De Jesus,381
1965,Patrick Antunes Menezes,381
1966,Paulo Henrique Pereira Silva De Felipe,381
1967,Paula Gomes De Oliveira,381
1968,Antonio Villar Marques De Sa,381
1969,Geraldo Eustaquio Moreira,381
1970,Joao Roberto Vieira,381
1971,Cristina Maria Costa Leite,381
1972,Roni Ivan Rocha De Oliveira,381
1973,Patricia Lima Martins Pederiva,381
1974,Lucio Franca Teles,381
1975,Paulo Sergio De Andrade Bareicha,381
1976,Cristina Helena Almeida De Carvalho,381
1977,Darlan Pez Wociechoski,381
1978,Elianice Silva Castro,381
1979,Milene De Fátima Soares,381
1980,Jose Vieira De Sousa,381
1981,Remi Castioni,381
1982,Catarina De Almeida Santos,381
1983,Adriana Almeida Sales De Melo,381
1984,Cristina Massot Madeira Coelho,381
1985,Fatima Lucilia Vidal Rodrigues,381
1986,Sinara Pollom Zardo,381
1987,Maria Abadia Da Silva,381
1988,Viviane Neves Legnani,381
1989,Alia Maria Barrios Gonzalez,381
1990,Daiane Aparecida Araujo De Oliveira,381
1991,Daniel Magalhaes Goulart,381
1992,Erlando Da Silva Reses,381
1993,Denylson Douglas De Lima Cardoso,381
1994,Benedetta Bisol,381
1995,Fernando Bomfim Mariana,381
1996,Jose Zuchiwschi,381
1997,Rosangela Azevedo Correa,381
1998,Vitor Goncalves Pimenta,381
1999,Maria Da Conceicao Da Silva Freitas,381
2000,Bernardo Kipnis,381
2001,Ana Tereza Reis Da Silva,381
2002,Rinaldo Andre Mezzarane,393
2003,Victor Lage,393
2004,Jaciara Oliveira Leite,393
2005,Rosana Amaro,393
2006,Nayara Costa Araujo,393
2007,Renato Bastos Joao,393
2008,Alexandre Luiz Goncalves De Rezende,393
2009,Marcelo De Brito,393
2010,Noriberto Barbosa Da Silva,393
2011,Juan Carlos Perez Morales,393
2012,Alice Maria Correa Medina,393
2013,Ricardo Flavio De Araujo Bezerra,393
2014,Ingrid Dittrich Wiggers,393
2015,Oseias Guimaraes De Castro,393
2016,Martim Francisco Bottaro Marques,393
2017,Valmor Alberto Augusto Tricoli,393
2018,Carlos Ugrinowitsch,393
2019,Ronei Silveira Pinto,393
2020,Ana Cristina De David,393
2021,Adauto Joao Pulcinelli,393
2022,Leonardo Lamas Leandro Ribeiro,393
2023,Edson Marcelo Hungaro,393
2024,Ricardo Moreno Lima,393
2025,Felipe Rodrigues Da Costa,393
2026,Iran Junqueira De Castro,393
2027,Jonatas Maia Da Costa,393
2028,Jane Dullius,393
2029,Daniel Cantanhede Behmoiras,393
2030,Dulce Maria Filgueira De Almeida,393
2031,Alfredo Feres Neto,393
2032,Luiz Guilherme Grossi Porto,393
2033,Claudia Maria Goulart Dos Santos,393
2034,Lidia Mara Aguiar Bezerra De Melo,393
2035,Amilton Vieira,393
2036,Frederico Santos De Santana,393
2037,Joao Carlos Hohl Abrahao,393
2038,Americo Pierangeli Costa,393
2039,Guido De Jesus Dantas,393
2040,Andre Luiz Teixeira Reis,393
2041,Bruno Ventura Dos Santos,393
2042,Romulo Maia Carlos Fonseca,393
2043,Luciana Hagstrom Bex,393
2044,Guilherme Eckhardt Molina,393
2045,Ricardo Jaco De Oliveira,393
2046,Rochelle Rocha Costa,393
2047,Glauco Falcao De Araujo Filho,393
2048,Lauro Casqueiro Vianna,393
2049,Luiz Cezar Dos Santos,393
2050,Marisete Peralta Safons,393
2051,Luiz Renato Vieira,393
2052,Paulo Henrique Azevedo,393
2053,Fernando Mascarenhas Alves,393
2054,Paulo Jose Barbosa Gutierres Filho,393
2055,Aldo Antonio De Azevedo,393
2056,Edgard De Melo Keene Von Koenig Soares,393
2057,Julia Aparecida Devide Nogueira,393
2058,Lucia Kobayashi,393
2059,Hugo Costa Paes,402
2060,Fabiola Cristina Ribeiro Zucchi,402
2061,Nadjar Nitz Silva Lociks De Araujo,402
2062,Mariana Machado Hecht,402
2063,Rodrigo Gurgel Goncalves,402
2064,Juliana Lott De Carvalho,402
2065,Elisabeth Carmen Duarte,402
2066,Gabriel Graca De Oliveira,402
2067,Valeria Paes Lima,402
2068,Henry Maia Peixoto,402
2069,Maria Regina Fernandes De Oliveira,402
2070,Felipe Von Glehn Silva,402
2071,Amilcar Sabino Damazo,402
2072,Alessandra Ramos Venosa,402
2073,Flora Aparecida Milton,402
2074,Hudson Fernando Nunes Moura,402
2075,Hugo Alves De Sousa,402
2076,Jose Eduardo Baroneza,402
2077,Jose Roberto De Souza De Almeida Leite,402
2078,Vinicius Augusto Simao,402
2079,Rogerio Wagner Da Silva,402
2080,Gilvania Coutinho Silva Feijo,402
2081,Maria Luiza Barros Fernandes Bezerra,402
2082,Rodolfo Rego Deusdara Rodrigues,402
2083,Gustavo Carvalho De Oliveira,402
2084,Eugenio Dos Santos Neto,402
2085,Helga Bezerra Gomes Da Silva,402
2086,Andre Luiz Lopes Sampaio,402
2087,Maria Regina Catai Chalita,402
2088,Jose Henrique Leal Araujo,402
2089,Catia Sousa Goveia,402
2090,Veronica Moreira Amado,402
2091,Flavia Dias Xavier,402
2092,Luciana Ansaneli Naves,402
2093,Selma Aparecida Souza Kuckelhaus,402
2094,Hervaldo Sampaio Carvalho,402
2095,Jose Roberto Pimenta De Godoy,402
2096,Flavia Lara Barcelos,402
2097,Maria Alice De Vilhena Toledo,402
2098,Helena Ferreira Moura,402
2099,Cintia Mendes Clemente,402
2100,Juliana Forte Mazzeu De Araujo,402
2101,Carlos Henrique Reis Esselin Rassi,402
2102,Izelda Maria Carvalho Costa,402
2103,Ricardo Luiz De Melo Martins,402
2104,Ana Maria Costa Pinheiro,402
2105,Cezar Kozak Simaan,402
2106,Ciro Martins Gomes,402
2107,Marcelo Palmeira Rodrigues,402
2108,Neysa Aparecida Tinoco Regattieri,402
2109,Flavio Jose Dutra De Moura,402
2110,Iruena Moraes Kessler,402
2111,Ronaldo Mafia Cuenca,402
2112,Joao Batista De Sousa,402
2113,Clayton Franco Moraes,402
2114,Luiz Felipe De Campos Lobato,402
2115,Andre Luis Conde Watanabe,402
2116,Alexandre Visconti Brick,402
2117,Romulo Medeiros De Almeida,402
2118,Carlos Augusto Teixeira Da Cruz,402
2119,Andrea Pedrosa Ribeiro Alves Oliveira,402
2120,Odete Messa Torres,402
2121,Katia Crestine Pocas,402
2122,Andersen Charles Daros,402
2123,Fabiana Pirani Carneiro,402
2124,Leonora Maciel De Souza Vianna,402
2125,Thiago Figueiredo De Castro,402
