turma,periodo,professor,horario,vagas_ocupadas,total_vagas,local,cod_disciplina,cod_depto
1,2022.2,Fernanda Cristina Pimentel Garcia,4T2345,0,30.0,BSA S BT 47/10,ODT0087,427
1,2022.2,Malthus Fonseca Galvao,6T45,0,31.0,BSA S BT 47/13,ODT0091,427
1,2022.2,An Tien Li,6T2345,0,30.0,BSA S B2 54/10,ODT0108,427
1,2022.2,Janine Della Valle Araki,6T2345,0,30.0,BSA S B2 54/10,ODT0108,427
1,2022.2,Janine Della Valle Araki,6M1234,0,30.0,BSA S BT 47/10,ODT0145,427
1,2022.2,An Tien Li,6M1234,0,30.0,BSA S BT 47/10,ODT0145,427
1,2022.2,Roberto Machado Cruz,2N1234,0,30.0,BSA S B1 47/10,ODT0149,427
1,2022.2,Eliete Neves Da Silva Guerra,4T2345,0,30.0,BSA S BT 47/10,ODT0151,427
1,2022.2,Nicole Aimee Rodrigues Jose,3M1234 5M12,0,32.0,LAB ODT ULEG FS,ODT0152,427
1,2022.2,Nilce Santos De Melo,3M1234 5M12,0,32.0,LAB ODT ULEG FS,ODT0152,427
1,2022.2,Eliete Neves Da Silva Guerra,3M1234 5M12,0,32.0,LAB ODT ULEG FS,ODT0152,427
1,2022.2,Andre Ferreira Leite,3M1234 5M12,0,32.0,LAB ODT ULEG FS,ODT0152,427
1,2022.2,Lilian Marly De Paula,3M1234 5M12,0,32.0,LAB ODT ULEG FS,ODT0152,427
1,2022.2,Paulo Tadeu De Souza Figueiredo,3M1234 5M12,0,32.0,LAB ODT ULEG FS,ODT0152,427
1,2022.2,Carla Ruffeil Moreira Mesquita,3M1234 5M12,0,32.0,LAB ODT ULEG FS,ODT0152,427
1,2022.2,Andre Ferreira Leite,5M1234,0,30.0,LAB MET ATIVAS 1º ANDAR ULEG,ODT0154,427
1,2022.2,Andre Luis Vieira Cortez,5M1234,0,30.0,LAB MET ATIVAS 1º ANDAR ULEG,ODT0154,427
1,2022.2,Flaviana Soares Rocha,5M1234,0,30.0,LAB MET ATIVAS 1º ANDAR ULEG,ODT0154,427
1,2022.2,Nilce Santos De Melo,5M1234,0,30.0,LAB MET ATIVAS 1º ANDAR ULEG,ODT0154,427
1,2022.2,Paulo Tadeu De Souza Figueiredo,5M1234,0,30.0,LAB MET ATIVAS 1º ANDAR ULEG,ODT0154,427
1,2022.2,Sergio Bruzadelli Macedo,5M1234,0,30.0,LAB MET ATIVAS 1º ANDAR ULEG,ODT0154,427
1,2022.2,Lilian Marly De Paula,5M1234,0,30.0,LAB MET ATIVAS 1º ANDAR ULEG,ODT0154,427
1,2022.2,Carla Ruffeil Moreira Mesquita,5M1234,0,30.0,LAB MET ATIVAS 1º ANDAR ULEG,ODT0154,427
2,2022.2,Nilce Santos De Melo,6M12 2T45,0,30.0,BSA S B1 11/10,ODT0154,427
2,2022.2,Paulo Tadeu De Souza Figueiredo,6M12 2T45,0,30.0,BSA S B1 11/10,ODT0154,427
2,2022.2,Sergio Bruzadelli Macedo,6M12 2T45,0,30.0,BSA S B1 11/10,ODT0154,427
2,2022.2,Andre Ferreira Leite,6M12 2T45,0,30.0,BSA S B1 11/10,ODT0154,427
2,2022.2,Lilian Marly De Paula,6M12 2T45,0,30.0,BSA S B1 11/10,ODT0154,427
2,2022.2,Andre Luis Vieira Cortez,6M12 2T45,0,30.0,BSA S B1 11/10,ODT0154,427
2,2022.2,Carla Ruffeil Moreira Mesquita,6M12 2T45,0,30.0,BSA S B1 11/10,ODT0154,427
2,2022.2,Flaviana Soares Rocha,6M12 2T45,0,30.0,BSA S B1 11/10,ODT0154,427
1,2022.2,Tiago Araujo Coelho De Souza,4M1234,0,31.0,LAB. ODT ULEG,ODT0155,427
1,2022.2,Fabio Carneiro Martins,4M1234,0,31.0,LAB. ODT ULEG,ODT0155,427
1,2022.2,Gilberto Alfredo Pucca Junior,4M1234,0,31.0,LAB. ODT ULEG,ODT0155,427
1,2022.2,Nilce Santos De Melo,2T2345,0,30.0,LAB ODT ULEG,ODT0156,427
1,2022.2,Eliete Neves Da Silva Guerra,2T2345,0,30.0,LAB ODT ULEG,ODT0156,427
1,2022.2,Leonardo Fernandes Da Cunha,6M1234 2T2345,0,60.0,BSA S B1 19/10,ODT0157,427
1,2022.2,Fabricia Araujo Pereira,6M1234 2T2345,0,60.0,BSA S B1 19/10,ODT0157,427
1,2022.2,Francisco Valter Freitas,6M1234 2T2345,0,60.0,BSA S B1 19/10,ODT0157,427
1,2022.2,Rayssa Ferreira Zanatta,6M1234 2T2345,0,60.0,BSA S B1 19/10,ODT0157,427
1,2022.2,Fernanda Cristina Pimentel Garcia,6M1234 2T2345,0,60.0,BSA S B1 19/10,ODT0157,427
1,2022.2,Maria Do Carmo Machado Guimaraes,6M1234 2T2345,0,60.0,BSA S B1 19/10,ODT0157,427
1,2022.2,Cristine Miron Stefani,6M1234 2T2345,0,60.0,BSA S B1 19/10,ODT0157,427
1,2022.2,Nicole Aimee Rodrigues Jose,6M1234 2T2345,0,60.0,BSA S B1 19/10,ODT0157,427
1,2022.2,Carla Ruffeil Moreira Mesquita,6M1234 2T2345,0,60.0,BSA S B1 19/10,ODT0157,427
1,2022.2,Paulo Tadeu De Souza Figueiredo,6M1234 2T2345,0,60.0,BSA S B1 19/10,ODT0157,427
1,2022.2,Bruna Frizon Greggianin,6M1234 2T2345,0,60.0,BSA S B1 19/10,ODT0157,427
1,2022.2,Andre Ferreira Leite,6M1234 2T2345,0,60.0,BSA S B1 19/10,ODT0157,427
1,2022.2,Lilian Marly De Paula,6M1234 2T2345,0,60.0,BSA S B1 19/10,ODT0157,427
1,2022.2,Valeria Martins De Araujo Carneiro,6M1234 2T2345,0,60.0,BSA S B1 19/10,ODT0157,427
1,2022.2,Laudimar Alves De Oliveira,5M1234,0,30.0,SALA INTERNA DA FS,ODT0158,427
1,2022.2,Rodrigo Antonio De Medeiros,5T24,0,30.0,UNIDADE DE SAÚDE BUCAL - HUB,ODT0159,427
1,2022.2,Aline Ursula Rocha Fernandes,5T24,0,30.0,UNIDADE DE SAÚDE BUCAL - HUB,ODT0159,427
1,2022.2,Evelyn Mikaela Kogawa,5T24,0,30.0,UNIDADE DE SAÚDE BUCAL - HUB,ODT0159,427
2,2022.2,Rodrigo Antonio De Medeiros,2M12,0,30.0,BSA S B2 34/13,ODT0159,427
2,2022.2,Aline Ursula Rocha Fernandes,2M12,0,30.0,BSA S B2 34/13,ODT0159,427
2,2022.2,Fernanda Cristina Pimentel Garcia,2M12,0,30.0,BSA S B2 34/13,ODT0159,427
2,2022.2,Evelyn Mikaela Kogawa,2M12,0,30.0,BSA S B2 34/13,ODT0159,427
1,2022.2,Rayssa Ferreira Zanatta,2T2345,0,2.0,BSA S B1 19/10,ODT0160,427
2,2022.2,Andre Ferreira Leite,35M2 (25/10/2022 - 18/02/2023),0,1.0,HUB,ODT0173,427
1,2022.2,Fabio Carneiro Martins,6M2 (25/10/2022 - 18/02/2023),0,30.0,HUB,ODT0175,427
1,2022.2,Tiago Araujo Coelho De Souza,6M2 (25/10/2022 - 18/02/2023),0,30.0,HUB,ODT0175,427
2,2022.2,Adriano De Almeida De Lima,2T3 (25/10/2022 - 18/02/2023),0,30.0,HUB,ODT0175,427
2,2022.2,Emilia Carvalho Leitao Biato,2T3 (25/10/2022 - 18/02/2023),0,30.0,HUB,ODT0175,427
2,2022.2,Cristine Miron Stefani,2T3 (25/10/2022 - 18/02/2023),0,30.0,HUB,ODT0175,427
1,2022.2,Oscar Luis Ferreira,2345T6,0,7.0,Local à definir.,PRO0001,360
2,2022.2,Ana Paula Campos Gurgel,2345T6,0,4.0,Local à definir.,PRO0001,360
3,2022.2,Marcio Albuquerque Buson,2345T6,0,4.0,Local à definir.,PRO0001,360
4,2022.2,Carlos Henrique Magalhaes De Lima,2345T6,0,6.0,Local à definir.,PRO0001,360
5,2022.2,Claudia Naves David Amorim,2345T6,0,4.0,Local à definir.,PRO0001,360
6,2022.2,Maribel Del Carmen Aliaga Fuentes,2345T6,0,4.0,Local à definir.,PRO0001,360
7,2022.2,Flaviana Barreto Lira,2345T6,0,4.0,Local à definir.,PRO0001,360
8,2022.2,Maria Cecilia Filgueiras Lima Gabriele,2345T6,0,4.0,Local à definir.,PRO0001,360
9,2022.2,Cristiane Guinancio,2345T6,0,4.0,Local à definir.,PRO0001,360
10,2022.2,Leandro De Sousa Cruz,2345T6,0,4.0,Local à definir.,PRO0001,360
11,2022.2,Patricia Silva Gomes,2345T6,0,4.0,Local à definir.,PRO0001,360
12,2022.2,Liza Maria Souza De Andrade,2345T6,0,7.0,Local à definir.,PRO0001,360
13,2022.2,Carolina Pescatori Candido Da Silva,2345T6,0,4.0,Local à definir.,PRO0001,360
14,2022.2,Frederico Flosculo Pinheiro Barreto,2345T6,0,4.0,Local à definir.,PRO0001,360
15,2022.2,Ivan Manoel Rezende Do Valle,2345T6,0,7.0,Local à definir.,PRO0001,360
16,2022.2,Maria Claudia Candeia De Souza,2345T6,0,4.0,Local à definir.,PRO0001,360
17,2022.2,Gustavo De Luna Sales,2345T6,0,5.0,Local à definir.,PRO0001,360
18,2022.2,Eliel Americo Santana Da Silva,2345T6,0,10.0,Local à definir.,PRO0001,360
18,2022.2,Andre Goncalves Da Costa,2345T6,0,10.0,Local à definir.,PRO0001,360
20,2022.2,Ricardo Trevisan,2345T6,0,6.0,Local à definir.,PRO0001,360
21,2022.2,Renan Do Nascimento Balzani,2345T6,0,4.0,Local à definir.,PRO0001,360
22,2022.2,Erica Mitie Umakoshi Kuniochi,2345T6,0,4.0,Local à definir.,PRO0001,360
23,2022.2,Luiz Pedro De Melo Cesar,2345T6,0,4.0,Local à definir.,PRO0001,360
24,2022.2,Caio Frederico E Silva,2345T6,0,4.0,Local à definir.,PRO0001,360
25,2022.2,Benny Schvarsberg,2345T6,0,4.0,Local à definir.,PRO0001,360
26,2022.2,Joara Cronemberger Ribeiro Silva,2345T6,0,4.0,Local a definir,PRO0001,360
29,2022.2,Cynthia Nojimoto,2345T6,0,4.0,Local a definir,PRO0001,360
31,2022.2,Marcio Augusto Roma Buzar,2345T6,0,4.0,Local a definir,PRO0001,360
32,2022.2,Maria Cecilia Filgueiras Lima Gabriele,7N1234,0,4.0,Local a definir,PRO0001,360
33,2022.2,Vania Raquel Teles Loureiro,2345T6,0,4.0,Local a definir,PRO0001,360
1,2022.2,Orlando Vinicius Rangel Nunes,7M2345,0,40.0,Mezanino Sul,PRO0002,360
1,2022.2,Vania Raquel Teles Loureiro,7M2345,0,40.0,Mezanino Sul,PRO0002,360
1,2022.2,Frederico Flosculo Pinheiro Barreto,2N1234,0,30.0,Subsolo - Desenho e Plástica,PRO0005,360
1,2022.2,Daniela Diniz Rodrigues,7M34,0,42.0,Térreo - Sala 05,PRO0007,360
2,2022.2,Daniela Diniz Rodrigues,7M12,0,42.0,Térreo - Sala 05,PRO0007,360
1,2022.2,Bruno Pedro Alves De Campos,46T6 46N12,0,18.0,Mezanino Sul,PRO0008,360
1,2022.2,Aline Stefania Zim,24M1234,0,43.0,Térreo - Ateliê 1,PRO0011,360
1,2022.2,Maria Claudia Candeia De Souza,24M1234,0,43.0,Térreo - Ateliê 1,PRO0011,360
2,2022.2,Cecilia Gomes De Sa,24N1234,0,42.0,Térreo - Ateliê 1,PRO0011,360
2,2022.2,Carlos Henrique Magalhaes De Lima,24N1234,0,42.0,Térreo - Ateliê 1,PRO0011,360
1,2022.2,Neander Furtado Silva,24M1234,0,24.0,Subsolo - Informática 1,PRO0013,360
2,2022.2,Maria Cecilia Filgueiras Lima Gabriele,24M1234,0,26.0,Térreo - Ateliê 2 / Térreo - Sala 06,PRO0013,360
3,2022.2,Eliel Americo Santana Da Silva,24N1234,0,36.0,Térreo - Ateliê 6 - Galeria,PRO0013,360
3,2022.2,Marcia Urbano Troncoso,24N1234,0,36.0,Térreo - Ateliê 6 - Galeria,PRO0013,360
1,2022.2,Maribel Del Carmen Aliaga Fuentes,24N1234,0,19.0,Térreo - Ateliê 2 / Térreo - Sala 01,PRO0015,360
2,2022.2,Ricardo Trevisan,24N1234,0,12.0,Térreo - Ateliê 2 / Térreo - Sala 01,PRO0015,360
2,2022.2,Maribel Del Carmen Aliaga Fuentes,24N1234,0,12.0,Térreo - Ateliê 2 / Térreo - Sala 01,PRO0015,360
3,2022.2,Cristiane Guinancio,24M1234,0,42.0,Térreo - Ateliê 3 / Térreo - Sala 05,PRO0015,360
3,2022.2,Leandro De Sousa Cruz,24M1234,0,42.0,Térreo - Ateliê 3 / Térreo - Sala 05,PRO0015,360
1,2022.2,Gustavo De Luna Sales,46N1234,0,6.0,Térreo - Ateliê 5 / Subsolo - Informática 2,PRO0016,360
2,2022.2,Joara Cronemberger Ribeiro Silva,24M1234,0,44.0,Térreo - Ateliê 5 / Térreo - Sala 02,PRO0016,360
2,2022.2,Ivan Manoel Rezende Do Valle,24M1234,0,44.0,Térreo - Ateliê 5 / Térreo - Sala 02,PRO0016,360
3,2022.2,Gustavo De Luna Sales,46N1234,0,18.0,Térreo - Ateliê 5 / Subsolo - Informática 2,PRO0016,360
1,2022.2,Angelina Nardelli Quaglia Bercott,35N1234,0,36.0,Térreo - Ateliê 6 - Galeria,PRO0017,360
1,2022.2,Ludmila Santos De Andrade,35N1234,0,36.0,Térreo - Ateliê 6 - Galeria,PRO0017,360
1,2022.2,Cynthia Nojimoto,35N1234,0,36.0,Térreo - Ateliê 6 - Galeria,PRO0017,360
2,2022.2,Erica Mitie Umakoshi Kuniochi,24M1234,0,40.0,Mezanino Sul,PRO0017,360
2,2022.2,Ana Carolina Cordeiro Correia Lima,24M1234,0,40.0,Mezanino Sul,PRO0017,360
1,2022.2,Frederico Flosculo Pinheiro Barreto,24M1234,0,24.0,Subsolo - Desenho e Plástica,PRO0018,360
2,2022.2,Raquel Naves Blumenschein,24M1234,0,26.0,Mezanino Norte e Mezanino - Sala 01,PRO0018,360
3,2022.2,Renan Do Nascimento Balzani,35N1234,0,36.0,Térreo - Ateliê 3 / Térreo - Sala 01,PRO0018,360
3,2022.2,Daniela Diniz Rodrigues,35N1234,0,36.0,Térreo - Ateliê 3 / Térreo - Sala 01,PRO0018,360
1,2022.2,Carolina Pescatori Candido Da Silva,24N1234,0,30.0,Mezanino Norte,PRO0020,360
2,2022.2,Vania Raquel Teles Loureiro,35T2345,0,44.0,Térreo - Ateliê 3,PRO0020,360
2,2022.2,Liza Maria Souza De Andrade,35T2345,0,44.0,Térreo - Ateliê 3,PRO0020,360
1,2022.2,Monica Fiuza Gondim,35N1234,0,36.0,Mezanino Sul,PRO0021,360
1,2022.2,Marcos Thadeu Queiroz Magalhaes,35N1234,0,36.0,Mezanino Sul,PRO0021,360
2,2022.2,Gabriela De Souza Tenorio,35T2345,0,24.0,Mezanino Sul / Subsolo - Informática 2,PRO0021,360
1,2022.2,Paulo Roberto Carvalho Tavares,35M1234,0,43.0,Térreo - Ateliê 6 - Galeria,PRO0022,360
1,2022.2,Luiz Pedro De Melo Cesar,35M1234,0,43.0,Térreo - Ateliê 6 - Galeria,PRO0022,360
2,2022.2,Monica Rocio Neves,7M1234,0,20.0,Térreo - Ateliê 1,PRO0023,360
3,2022.2,Monica Rocio Neves,2T1234,0,31.0,Térreo - Ateliê 1,PRO0023,360
4,2022.2,Erica Mitie Umakoshi Kuniochi,3M1234,0,20.0,Térreo - Ateliê 1,PRO0023,360
4,2022.2,Maria Cecilia Filgueiras Lima Gabriele,3M1234,0,20.0,Térreo - Ateliê 1,PRO0023,360
5,2022.2,Erica Mitie Umakoshi Kuniochi,3M1234,0,20.0,TÉRREO - ATELIÊ 1,PRO0023,360
1,2022.2,Raquel Naves Blumenschein,"4T6 5T456 6T2345 4N1234 (03/11/2022 - 11/11/2022), 5T456 (17/11/2022 - 17/11/2022), 6T2345 (18/11/2022 - 18/11/2022), 4T6 4N1234 (23/11/2022 - 23/11/2022), 6T2345 (25/11/2022 - 25/11/2022)",42,,,PRO0025,360
1,2022.2,Maria Claudia Candeia De Souza,5N1234,0,33.0,Subsolo - Desenho e Plástica,PRO0025,360
1,2022.2,Cynthia Nojimoto,"4T6 5T456 6T2345 4N1234 (03/11/2022 - 11/11/2022), 5T456 (17/11/2022 - 17/11/2022), 6T2345 (18/11/2022 - 18/11/2022), 4T6 4N1234 (23/11/2022 - 23/11/2022), 6T2345 (25/11/2022 - 25/11/2022)",42,,,PRO0025,360
2,2022.2,Sergio Rizo Dutra,6M1234,0,44.0,Térreo - Ateliê 6 - Galeria,PRO0025,360
1,2022.2,Sergio Rizo Dutra,4T2345,0,40.0,Térreo - Ateliê 6 - Galeria,PRO0026,360
2,2022.2,Eliel Americo Santana Da Silva,6N1234,0,41.0,Térreo - Ateliê 6 - Galeria,PRO0026,360
1,2022.2,Luciane Cleonice Durante,"5T456 (08/12/2022 - 08/12/2022), 4T6 4N123 (04/01/2023 - 04/01/2023), 6T2345 (06/01/2023 - 06/01/2023), 4T6 4N123 (11/01/2023 - 11/01/2023), 5T456 (12/01/2023 - 12/01/2023), 6T2345 (13/01/2023 - 13/01/2023)",42,,,PRO0027,360
1,2022.2,Andre Goncalves Da Costa,6N1234,0,31.0,Térreo - Ateliê 1,PRO0028,360
1,2022.2,Washington Gultenberg De Moura Luke,3T6 5T456 6T2345 3N123 (07/02/2023 - 17/02/2023),42,,,PRO0028,360
2,2022.2,Andre Goncalves Da Costa,4T2345,0,24.0,Térreo - Ateliê 1,PRO0028,360
3,2022.2,Marcia Urbano Troncoso,4T2345,0,20.0,Térreo - Ateliê 1,PRO0028,360
3,2022.2,Andre Goncalves Da Costa,4T2345,0,20.0,Térreo - Ateliê 1,PRO0028,360
4,2022.2,Mafalda Fabiene Ferreira Pantoja,2T2345,0,28.0,Térreo - Ateliê 3,PRO0028,360
1,2022.2,Keila Nissahe Takagi Frazao,3T6 5T456 6T2345 3N123 (28/02/2023 - 30/03/2023),42,,,PRO0029,360
1,2022.2,Leonardo Da Silveira Pirillo Inojosa,3T6 5T456 6T2345 3N123 (28/02/2023 - 30/03/2023),42,,,PRO0029,360
1,2022.2,Cynthia Nojimoto,"3T6 5T456 6T2345 3N123 (11/04/2023 - 20/04/2023), 4T6 5T456 6T2345 4N123 (26/04/2023 - 28/04/2023), 4T6 4N123 (03/05/2023 - 03/05/2023)",42,,,PRO0030,360
1,2022.2,Eleudo Esteves De Araujo Silva Junior,"3T6 5T456 6T2345 3N123 (11/04/2023 - 20/04/2023), 4T6 5T456 6T2345 4N123 (26/04/2023 - 28/04/2023), 4T6 4N123 (03/05/2023 - 03/05/2023)",42,,,PRO0030,360
1,2022.2,Antonio Rodrigues Da Silva Filho,3N1234 5N12,0,24.0,Subsolo - Informática 1,PRO0031,360
1,2022.2,Michele Tereza Marques Carvalho,"3T6 5T456 6T2345 3N123 (16/05/2023 - 02/06/2023), 3T6 6T2345 3N123 (06/06/2023 - 16/06/2023)",0,,,PRO0031,360
1,2022.2,Cleiton Rocha De Matos,3T6 5T456 6T2345 3N123 (27/06/2023 - 14/07/2023),0,,,PRO0032,360
1,2022.2,Raquel Naves Blumenschein,3T6 5T456 6T2345 3N123 (25/07/2023 - 11/08/2023),0,,,PRO0033,360
1,2022.2,Michele Tereza Marques Carvalho,3T6 5T456 6T2345 3N123 (25/07/2023 - 11/08/2023),0,,,PRO0033,360
1,2022.2,Cynthia Nojimoto,2345T1,0,6.0,Local à definir.,PRO0039,360
2,2022.2,Luiz Pedro De Melo Cesar,2345T1,0,4.0,Local à definir.,PRO0039,360
3,2022.2,Patricia Silva Gomes,2345T1,0,4.0,Local à definir.,PRO0039,360
5,2022.2,Gustavo De Luna Sales,2345T1,0,4.0,Local à definir.,PRO0039,360
6,2022.2,Maria Claudia Candeia De Souza,2345T1,0,4.0,Local à definir.,PRO0039,360
8,2022.2,Marcio Albuquerque Buson,2345T1,0,4.0,Local à definir.,PRO0039,360
9,2022.2,Vania Raquel Teles Loureiro,2345T1,0,4.0,Local à definir.,PRO0039,360
11,2022.2,Renan Do Nascimento Balzani,2345T1,0,8.0,Local à definir.,PRO0039,360
12,2022.2,Erica Mitie Umakoshi Kuniochi,2345T1,0,4.0,Local à definir.,PRO0039,360
14,2022.2,Leandro De Sousa Cruz,2345T1,0,4.0,Local à definir.,PRO0039,360
15,2022.2,Maribel Del Carmen Aliaga Fuentes,2345T1,0,4.0,Local à definir.,PRO0039,360
16,2022.2,Frederico Flosculo Pinheiro Barreto,2345T1,0,5.0,Local à definir.,PRO0039,360
17,2022.2,Liza Maria Souza De Andrade,2345T1,0,6.0,Local à definir.,PRO0039,360
18,2022.2,Gabriela De Souza Tenorio,2345T1,0,6.0,Local à definir.,PRO0039,360
19,2022.2,Oscar Luis Ferreira,2345T1,0,6.0,Local à definir.,PRO0039,360
20,2022.2,Caio Frederico E Silva,2345T1,0,6.0,Local à definir.,PRO0039,360
22,2022.2,Ivan Manoel Rezende Do Valle,2345T1,0,9.0,Local à definir.,PRO0039,360
23,2022.2,Eliel Americo Santana Da Silva,2345T1,0,6.0,Local à definir.,PRO0039,360
24,2022.2,Ana Paula Campos Gurgel,2345T1,0,4.0,Local à definir.,PRO0039,360
26,2022.2,Cristiane Guinancio,2345T1,0,4.0,Local à definir.,PRO0039,360
27,2022.2,Joara Cronemberger Ribeiro Silva,2345T1,0,4.0,Local à definir.,PRO0039,360
28,2022.2,Carolina Pescatori Candido Da Silva,2345T1,0,4.0,Local à definir.,PRO0039,360
1,2022.2,Carlos Henrique Magalhaes De Lima,3T2345,0,17.0,Mezanino Norte,PRO0046,360
1,2022.2,Paola Caliari Ferrari Martins,35N1234,0,32.0,Mezanino Norte / Térreo - Ateliê 1,PRO0047,360
1,2022.2,Oscar Luis Ferreira,35N1234,0,32.0,Mezanino Norte / Térreo - Ateliê 1,PRO0047,360
2,2022.2,Flaviana Barreto Lira,35M1234,0,40.0,Térreo - Ateliê 3 / Térreo - Sala 5,PRO0047,360
2,2022.2,Ana Clara Giannecchini,35M1234,0,40.0,Térreo - Ateliê 3 / Térreo - Sala 5,PRO0047,360
1,2022.2,Caio Frederico E Silva,2M12345 2T1,0,12.0,Mezanino - Sala 02,PRO0050,360
2,2022.2,Caio Frederico E Silva,2M12345 2T1,0,11.0,Mezanino - Sala 02,PRO0050,360
3,2022.2,Paola Caliari Ferrari Martins,6M12345 6T1,0,24.0,Mezanino Norte,PRO0050,360
3,2022.2,Maribel Del Carmen Aliaga Fuentes,6M12345 6T1,0,24.0,Mezanino Norte,PRO0050,360
3,2022.2,Carolina Pescatori Candido Da Silva,6M12345 6T1,0,24.0,Mezanino Norte,PRO0050,360
1,2022.2,Gabriela De Souza Tenorio,6M1234,0,35.0,Térreo - Ateliê 3 / Térreo - Sala 6,PRO0052,360
1,2022.2,Patricia Silva Gomes,7M1234,0,35.0,Térreo - Ateliê 3 / Térreo - Sala 06,PRO0060,360
1,2022.2,Neander Furtado Silva,6M34,0,24.0,Subsolo - Informática 1,PRO0063,360
2,2022.2,Neander Furtado Silva,6M12,0,25.0,Subsolo - Informática 1,PRO0063,360
3,2022.2,Renan Do Nascimento Balzani,6N12,0,36.0,Térreo - Sala 02 / Subsolo - Informática 1,PRO0063,360
1,2022.2,Caio Frederico E Silva,3N34,0,36.0,Mezanino - Sala 02,PRO0064,360
1,2022.2,Cynthia Nojimoto,2T23,0,26.0,Subsolo - Informática 1,PRO0065,360
2,2022.2,Ludmila Santos De Andrade,6N34,0,36.0,Subsolo - Informática 1,PRO0065,360
3,2022.2,Cynthia Nojimoto,2T45,0,27.0,Subsolo - Informática 1,PRO0065,360
1,2022.2,Denise Osorio Severo,3M1234,0,60.0,BSA S B1 54/10,DSC0003,420
1,2022.2,Maria Da Graca Luderitz Hoefel,3M1234,0,60.0,BSA S B1 54/10,DSC0003,420
1,2022.2,Andrea Leite Ribeiro,4T6 4N1,0,48.0,BSA S B1 47/13,DSC0007,420
1,2022.2,Maria Paula Do Amaral Zaitune,6N1234,0,22.0,ULEG Lab. de Informática Menor,DSC0010,420
1,2022.2,Ana Valeria Machado Mendonca,4N1234,0,30.0,BSA S BT 47/10,DSC0016,420
1,2022.2,Thais Branquinho Oliveira Fragelli,4N1234,0,30.0,BSA S BT 47/10,DSC0016,420
1,2022.2,Natalia Fernandes De Andrade,4N1234,0,30.0,BSA S BT 47/10,DSC0016,420
1,2022.2,Mauro Niskier Sanchez,4T2345,0,34.0,BSA S BT 19/10,DSC0020,420
2,2022.2,Edgar Merchan Hamann,2T2345,0,30.0,BSA S B2 34/13,DSC0020,420
1,2022.2,Maria Da Graca Luderitz Hoefel,5N1234,0,60.0,BSA S A2 16/30,DSC0025,420
1,2022.2,Olga De Oliveira Rios,5N1234,0,60.0,BSA S A2 16/30,DSC0025,420
1,2022.2,Erica Lima Costa De Menezes,2T2345,0,40.0,BSA S BT 34/10,DSC0037,420
2,2022.2,Carlo Henrique Goretti Zanetti,3T2345,0,80.0,BSA S A2 16/22,DSC0037,420
3,2022.2,Carlo Henrique Goretti Zanetti,2T1234,0,1.0,a designar,DSC0037,420
1,2022.2,Lila Louise Moreira Martins Franco,6N1234,0,30.0,BSA S B2 47/10,DSC0038,420
1,2022.2,Andrea Leite Ribeiro,5N234,0,32.0,BSA S B1 11/13,DSC0043,420
2,2022.2,Ana Valeria Machado Mendonca,4N234,0,40.0,BSA S BT 26/13,DSC0044,420
4,2022.2,Wallace Enrico Boaventura Goncalves Dos Santos,4T234,0,45.0,FS LAB INFO MAIOR,DSC0044,420
4,2022.2,Taciana Silveira Passos,4T234,0,45.0,FS LAB INFO MAIOR,DSC0044,420
4,2022.2,Thais Branquinho Oliveira Fragelli,4T234,0,45.0,FS LAB INFO MAIOR,DSC0044,420
1,2022.2,Ximena Pamela Claudia Diaz Bermudez,4T6 4N123,0,10.0,BSAS B2 16/9,DSC0049,420
1,2022.2,Elizabeth Alves De Jesus Prado,6N1234,0,48.0,Auditório 2 da FS,DSC0050,420
1,2022.2,Maria Fatima De Sousa,6N1234,0,48.0,Auditório 2 da FS,DSC0050,420
1,2022.2,Taciana Silveira Passos,35N34,0,43.0,BSA S BT 19/10,DSC0051,420
1,2022.2,Marcela Lopes Santos,2N1234,0,45.0,BSA S B2 54/10,DSC0052,420
1,2022.2,Jonas Lotufo Brant De Carvalho,2N1234,0,45.0,BSA S B2 54/10,DSC0052,420
1,2022.2,Ana Valeria Machado Mendonca,2N1234,0,40.0,BSA S B2 41/10,DSC0056,420
1,2022.2,Everton Luis Pereira,35N12,0,48.0,BSA S B1 34/10,DSC0057,420
1,2022.2,Natan Monsores De Sa,2N1234,0,30.0,Laboratório/FS - NeV - AC 111,DSC0058,420
1,2022.2,Rosamaria Giatti Carneiro,4N234,0,30.0,BSA S A2 16/22,DSC0059,420
2,2022.2,Claudia Mara Pedrosa,4T6 4N1,0,25.0,BSA S B2 33/9,DSC0060,420
1,2022.2,Edgar Merchan Hamann,3N1234,0,30.0,BSA S B2 34/13,DSC0061,420
1,2022.2,Maria Da Graca Luderitz Hoefel,4T2345,0,16.0,BSA S B2 33/9,DSC0062,420
1,2022.2,Ximena Pamela Claudia Diaz Bermudez,4T2345,0,16.0,BSA S B2 33/9,DSC0062,420
1,2022.2,Denise Osorio Severo,2N12,0,30.0,BSA S BT 47/10,DSC0063,420
1,2022.2,Andrea Leite Ribeiro,3N1234,0,30.0,BSA S B1 19/10,DSC0064,420
1,2022.2,Denise Osorio Severo,3N1234,0,30.0,BSA S B1 54/10,DSC0065,420
2,2022.2,Erica Lima Costa De Menezes,7M1234,0,15.0,BSAS B2 16/9,DSC0067,420
1,2022.2,Mauro Niskier Sanchez,2N1234,0,30.0,BSA S B1 41/10,DSC0069,420
1,2022.2,Taciana Silveira Passos,6N1234,0,30.0,BSA S B2 34/10,DSC0070,420
